intersection_index,timestamp_utc,congestion_level,speed_kmh,delay_sec,source
3,2026-03-08T04:15:00+00:00,9,55.5,13.5,synthetic
4,2026-03-08T04:15:00+00:00,17,51.5,25.5,synthetic
5,2026-03-08T04:15:00+00:00,22,49.0,33.0,synthetic
6,2026-03-08T04:15:00+00:00,18,51.0,27.0,synthetic
7,2026-03-08T04:15:00+00:00,15,52.5,22.5,synthetic
8,2026-03-08T04:15:00+00:00,21,49.5,31.5,synthetic
9,2026-03-08T04:15:00+00:00,19,50.5,28.5,synthetic
10,2026-03-08T04:15:00+00:00,11,54.5,16.5,synthetic
11,2026-03-08T04:15:00+00:00,13,53.5,19.5,synthetic
12,2026-03-08T04:15:00+00:00,20,50.0,30.0,synthetic
13,2026-03-08T04:15:00+00:00,21,49.5,31.5,synthetic
14,2026-03-08T04:15:00+00:00,19,50.5,28.5,synthetic
15,2026-03-08T04:15:00+00:00,14,53.0,21.0,synthetic
16,2026-03-08T04:15:00+00:00,26,47.0,39.0,synthetic
17,2026-03-08T04:15:00+00:00,19,50.5,28.5,synthetic
18,2026-03-08T04:15:00+00:00,14,53.0,21.0,synthetic
19,2026-03-08T04:15:00+00:00,32,44.0,48.0,synthetic
0,2026-03-08T04:20:00+00:00,7,56.5,10.5,synthetic
1,2026-03-08T04:20:00+00:00,9,55.5,13.5,synthetic
2,2026-03-08T04:20:00+00:00,23,48.5,34.5,synthetic
3,2026-03-08T04:20:00+00:00,15,52.5,22.5,synthetic
4,2026-03-08T04:20:00+00:00,11,54.5,16.5,synthetic
5,2026-03-08T04:20:00+00:00,27,46.5,40.5,synthetic
6,2026-03-08T04:20:00+00:00,26,47.0,39.0,synthetic
7,2026-03-08T04:20:00+00:00,25,47.5,37.5,synthetic
8,2026-03-08T04:20:00+00:00,15,52.5,22.5,synthetic
9,2026-03-08T04:20:00+00:00,13,53.5,19.5,synthetic
10,2026-03-08T04:20:00+00:00,23,48.5,34.5,synthetic
11,2026-03-08T04:20:00+00:00,16,52.0,24.0,synthetic
12,2026-03-08T04:20:00+00:00,18,51.0,27.0,synthetic
13,2026-03-08T04:20:00+00:00,24,48.0,36.0,synthetic
14,2026-03-08T04:20:00+00:00,21,49.5,31.5,synthetic
15,2026-03-08T04:20:00+00:00,26,47.0,39.0,synthetic
16,2026-03-08T04:20:00+00:00,14,53.0,21.0,synthetic
17,2026-03-08T04:20:00+00:00,33,43.5,49.5,synthetic
18,2026-03-08T04:20:00+00:00,32,44.0,48.0,synthetic
19,2026-03-08T04:20:00+00:00,33,43.5,49.5,synthetic
0,2026-03-08T04:25:00+00:00,23,48.5,34.5,synthetic
1,2026-03-08T04:25:00+00:00,20,50.0,30.0,synthetic
2,2026-03-08T04:25:00+00:00,21,49.5,31.5,synthetic
3,2026-03-08T04:25:00+00:00,16,52.0,24.0,synthetic
4,2026-03-08T04:25:00+00:00,8,56.0,12.0,synthetic
5,2026-03-08T04:25:00+00:00,11,54.5,16.5,synthetic
6,2026-03-08T04:25:00+00:00,17,51.5,25.5,synthetic
7,2026-03-08T04:25:00+00:00,28,46.0,42.0,synthetic
8,2026-03-08T04:25:00+00:00,12,54.0,18.0,synthetic
9,2026-03-08T04:25:00+00:00,29,45.5,43.5,synthetic
10,2026-03-08T04:25:00+00:00,18,51.0,27.0,synthetic
11,2026-03-08T04:25:00+00:00,27,46.5,40.5,synthetic
12,2026-03-08T04:25:00+00:00,13,53.5,19.5,synthetic
13,2026-03-08T04:25:00+00:00,26,47.0,39.0,synthetic
14,2026-03-08T04:25:00+00:00,21,49.5,31.5,synthetic
15,2026-03-08T04:25:00+00:00,21,49.5,31.5,synthetic
16,2026-03-08T04:25:00+00:00,29,45.5,43.5,synthetic
17,2026-03-08T04:25:00+00:00,30,45.0,45.0,synthetic
18,2026-03-08T04:25:00+00:00,18,51.0,27.0,synthetic
19,2026-03-08T04:25:00+00:00,16,52.0,24.0,synthetic
0,2026-03-08T04:30:00+00:00,21,49.5,31.5,synthetic
1,2026-03-08T04:30:00+00:00,18,51.0,27.0,synthetic
2,2026-03-08T04:30:00+00:00,26,47.0,39.0,synthetic
3,2026-03-08T04:30:00+00:00,13,53.5,19.5,synthetic
4,2026-03-08T04:30:00+00:00,26,47.0,39.0,synthetic
5,2026-03-08T04:30:00+00:00,12,54.0,18.0,synthetic
6,2026-03-08T04:30:00+00:00,14,53.0,21.0,synthetic
7,2026-03-08T04:30:00+00:00,63,28.5,94.5,synthetic
8,2026-03-08T04:30:00+00:00,25,47.5,37.5,synthetic
9,2026-03-08T04:30:00+00:00,21,49.5,31.5,synthetic
10,2026-03-08T04:30:00+00:00,29,45.5,43.5,synthetic
11,2026-03-08T04:30:00+00:00,28,46.0,42.0,synthetic
12,2026-03-08T04:30:00+00:00,12,54.0,18.0,synthetic
13,2026-03-08T04:30:00+00:00,25,47.5,37.5,synthetic
14,2026-03-08T04:30:00+00:00,20,50.0,30.0,synthetic
15,2026-03-08T04:30:00+00:00,14,53.0,21.0,synthetic
16,2026-03-08T04:30:00+00:00,24,48.0,36.0,synthetic
17,2026-03-08T04:30:00+00:00,18,51.0,27.0,synthetic
18,2026-03-08T04:30:00+00:00,28,46.0,42.0,synthetic
19,2026-03-08T04:30:00+00:00,20,50.0,30.0,synthetic
0,2026-03-08T04:35:00+00:00,25,47.5,37.5,synthetic
1,2026-03-08T04:35:00+00:00,9,55.5,13.5,synthetic
2,2026-03-08T04:35:00+00:00,9,55.5,13.5,synthetic
3,2026-03-08T04:35:00+00:00,27,46.5,40.5,synthetic
4,2026-03-08T04:35:00+00:00,16,52.0,24.0,synthetic
5,2026-03-08T04:35:00+00:00,12,54.0,18.0,synthetic
6,2026-03-08T04:35:00+00:00,29,45.5,43.5,synthetic
7,2026-03-08T04:35:00+00:00,29,45.5,43.5,synthetic
8,2026-03-08T04:35:00+00:00,17,51.5,25.5,synthetic
9,2026-03-08T04:35:00+00:00,24,48.0,36.0,synthetic
10,2026-03-08T04:35:00+00:00,16,52.0,24.0,synthetic
11,2026-03-08T04:35:00+00:00,26,47.0,39.0,synthetic
12,2026-03-08T04:35:00+00:00,17,51.5,25.5,synthetic
13,2026-03-08T04:35:00+00:00,25,47.5,37.5,synthetic
14,2026-03-08T04:35:00+00:00,18,51.0,27.0,synthetic
15,2026-03-08T04:35:00+00:00,16,52.0,24.0,synthetic
16,2026-03-08T04:35:00+00:00,21,49.5,31.5,synthetic
17,2026-03-08T04:35:00+00:00,18,51.0,27.0,synthetic
18,2026-03-08T04:35:00+00:00,28,46.0,42.0,synthetic
19,2026-03-08T04:35:00+00:00,30,45.0,45.0,synthetic
0,2026-03-08T04:40:00+00:00,20,50.0,30.0,synthetic
1,2026-03-08T04:40:00+00:00,11,54.5,16.5,synthetic
2,2026-03-08T04:40:00+00:00,17,51.5,25.5,synthetic
3,2026-03-08T04:40:00+00:00,27,46.5,40.5,synthetic
4,2026-03-08T04:40:00+00:00,23,48.5,34.5,synthetic
5,2026-03-08T04:40:00+00:00,23,48.5,34.5,synthetic
6,2026-03-08T04:40:00+00:00,29,45.5,43.5,synthetic
7,2026-03-08T04:40:00+00:00,11,54.5,16.5,synthetic
8,2026-03-08T04:40:00+00:00,22,49.0,33.0,synthetic
9,2026-03-08T04:40:00+00:00,13,53.5,19.5,synthetic
10,2026-03-08T04:40:00+00:00,31,44.5,46.5,synthetic
11,2026-03-08T04:40:00+00:00,13,53.5,19.5,synthetic
12,2026-03-08T04:40:00+00:00,25,47.5,37.5,synthetic
13,2026-03-08T04:40:00+00:00,22,49.0,33.0,synthetic
14,2026-03-08T04:40:00+00:00,21,49.5,31.5,synthetic
15,2026-03-08T04:40:00+00:00,19,50.5,28.5,synthetic
16,2026-03-08T04:40:00+00:00,19,50.5,28.5,synthetic
17,2026-03-08T04:40:00+00:00,29,45.5,43.5,synthetic
18,2026-03-08T04:40:00+00:00,22,49.0,33.0,synthetic
19,2026-03-08T04:40:00+00:00,32,44.0,48.0,synthetic
0,2026-03-08T04:45:00+00:00,18,51.0,27.0,synthetic
1,2026-03-08T04:45:00+00:00,10,55.0,15.0,synthetic
2,2026-03-08T04:45:00+00:00,29,45.5,43.5,synthetic
3,2026-03-08T04:45:00+00:00,14,53.0,21.0,synthetic
4,2026-03-08T04:45:00+00:00,24,48.0,36.0,synthetic
5,2026-03-08T04:45:00+00:00,19,50.5,28.5,synthetic
6,2026-03-08T04:45:00+00:00,16,52.0,24.0,synthetic
7,2026-03-08T04:45:00+00:00,30,45.0,45.0,synthetic
8,2026-03-08T04:45:00+00:00,31,44.5,46.5,synthetic
9,2026-03-08T04:45:00+00:00,21,49.5,31.5,synthetic
10,2026-03-08T04:45:00+00:00,28,46.0,42.0,synthetic
11,2026-03-08T04:45:00+00:00,25,47.5,37.5,synthetic
12,2026-03-08T04:45:00+00:00,20,50.0,30.0,synthetic
13,2026-03-08T04:45:00+00:00,28,46.0,42.0,synthetic
14,2026-03-08T04:45:00+00:00,34,43.0,51.0,synthetic
15,2026-03-08T04:45:00+00:00,33,43.5,49.5,synthetic
16,2026-03-08T04:45:00+00:00,58,31.0,87.0,synthetic
17,2026-03-08T04:45:00+00:00,30,45.0,45.0,synthetic
18,2026-03-08T04:45:00+00:00,62,29.0,93.0,synthetic
19,2026-03-08T04:45:00+00:00,22,49.0,33.0,synthetic
0,2026-03-08T04:50:00+00:00,17,51.5,25.5,synthetic
1,2026-03-08T04:50:00+00:00,12,54.0,18.0,synthetic
2,2026-03-08T04:50:00+00:00,12,54.0,18.0,synthetic
3,2026-03-08T04:50:00+00:00,11,54.5,16.5,synthetic
4,2026-03-08T04:50:00+00:00,49,35.5,73.5,synthetic
5,2026-03-08T04:50:00+00:00,21,49.5,31.5,synthetic
6,2026-03-08T04:50:00+00:00,53,33.5,79.5,synthetic
7,2026-03-08T04:50:00+00:00,17,51.5,25.5,synthetic
8,2026-03-08T04:50:00+00:00,27,46.5,40.5,synthetic
9,2026-03-08T04:50:00+00:00,25,47.5,37.5,synthetic
10,2026-03-08T04:50:00+00:00,22,49.0,33.0,synthetic
11,2026-03-08T04:50:00+00:00,31,44.5,46.5,synthetic
12,2026-03-08T04:50:00+00:00,33,43.5,49.5,synthetic
13,2026-03-08T04:50:00+00:00,21,49.5,31.5,synthetic
14,2026-03-08T04:50:00+00:00,28,46.0,42.0,synthetic
15,2026-03-08T04:50:00+00:00,27,46.5,40.5,synthetic
16,2026-03-08T04:50:00+00:00,33,43.5,49.5,synthetic
17,2026-03-08T04:50:00+00:00,35,42.5,52.5,synthetic
18,2026-03-08T04:50:00+00:00,21,49.5,31.5,synthetic
19,2026-03-08T04:50:00+00:00,34,43.0,51.0,synthetic
0,2026-03-08T04:55:00+00:00,13,53.5,19.5,synthetic
1,2026-03-08T04:55:00+00:00,14,53.0,21.0,synthetic
2,2026-03-08T04:55:00+00:00,14,53.0,21.0,synthetic
3,2026-03-08T04:55:00+00:00,26,47.0,39.0,synthetic
4,2026-03-08T04:55:00+00:00,16,52.0,24.0,synthetic
5,2026-03-08T04:55:00+00:00,13,53.5,19.5,synthetic
6,2026-03-08T04:55:00+00:00,27,46.5,40.5,synthetic
7,2026-03-08T04:55:00+00:00,40,40.0,60.0,synthetic
8,2026-03-08T04:55:00+00:00,16,52.0,24.0,synthetic
9,2026-03-08T04:55:00+00:00,14,53.0,21.0,synthetic
10,2026-03-08T04:55:00+00:00,24,48.0,36.0,synthetic
11,2026-03-08T04:55:00+00:00,15,52.5,22.5,synthetic
12,2026-03-08T04:55:00+00:00,25,47.5,37.5,synthetic
13,2026-03-08T04:55:00+00:00,16,52.0,24.0,synthetic
14,2026-03-08T04:55:00+00:00,23,48.5,34.5,synthetic
15,2026-03-08T04:55:00+00:00,21,49.5,31.5,synthetic
16,2026-03-08T04:55:00+00:00,26,47.0,39.0,synthetic
17,2026-03-08T04:55:00+00:00,21,49.5,31.5,synthetic
18,2026-03-08T04:55:00+00:00,34,43.0,51.0,synthetic
19,2026-03-08T04:55:00+00:00,30,45.0,45.0,synthetic
0,2026-03-08T05:00:00+00:00,14,53.0,21.0,synthetic
1,2026-03-08T05:00:00+00:00,10,55.0,15.0,synthetic
2,2026-03-08T05:00:00+00:00,18,51.0,27.0,synthetic
3,2026-03-08T05:00:00+00:00,30,45.0,45.0,synthetic
4,2026-03-08T05:00:00+00:00,12,54.0,18.0,synthetic
5,2026-03-08T05:00:00+00:00,32,44.0,48.0,synthetic
6,2026-03-08T05:00:00+00:00,28,46.0,42.0,synthetic
7,2026-03-08T05:00:00+00:00,26,47.0,39.0,synthetic
8,2026-03-08T05:00:00+00:00,23,48.5,34.5,synthetic
9,2026-03-08T05:00:00+00:00,23,48.5,34.5,synthetic
10,2026-03-08T05:00:00+00:00,35,42.5,52.5,synthetic
11,2026-03-08T05:00:00+00:00,27,46.5,40.5,synthetic
12,2026-03-08T05:00:00+00:00,28,46.0,42.0,synthetic
13,2026-03-08T05:00:00+00:00,34,43.0,51.0,synthetic
14,2026-03-08T05:00:00+00:00,27,46.5,40.5,synthetic
15,2026-03-08T05:00:00+00:00,30,45.0,45.0,synthetic
16,2026-03-08T05:00:00+00:00,34,43.0,51.0,synthetic
17,2026-03-08T05:00:00+00:00,36,42.0,54.0,synthetic
18,2026-03-08T05:00:00+00:00,24,48.0,36.0,synthetic
19,2026-03-08T05:00:00+00:00,29,45.5,43.5,synthetic
0,2026-03-08T05:05:00+00:00,14,53.0,21.0,synthetic
1,2026-03-08T05:05:00+00:00,16,52.0,24.0,synthetic
2,2026-03-08T05:05:00+00:00,26,47.0,39.0,synthetic
3,2026-03-08T05:05:00+00:00,22,49.0,33.0,synthetic
4,2026-03-08T05:05:00+00:00,30,45.0,45.0,synthetic
5,2026-03-08T05:05:00+00:00,24,48.0,36.0,synthetic
6,2026-03-08T05:05:00+00:00,30,45.0,45.0,synthetic
7,2026-03-08T05:05:00+00:00,25,47.5,37.5,synthetic
8,2026-03-08T05:05:00+00:00,32,44.0,48.0,synthetic
9,2026-03-08T05:05:00+00:00,29,45.5,43.5,synthetic
10,2026-03-08T05:05:00+00:00,20,50.0,30.0,synthetic
11,2026-03-08T05:05:00+00:00,23,48.5,34.5,synthetic
12,2026-03-08T05:05:00+00:00,32,44.0,48.0,synthetic
13,2026-03-08T05:05:00+00:00,23,48.5,34.5,synthetic
14,2026-03-08T05:05:00+00:00,23,48.5,34.5,synthetic
15,2026-03-08T05:05:00+00:00,36,42.0,54.0,synthetic
16,2026-03-08T05:05:00+00:00,21,49.5,31.5,synthetic
17,2026-03-08T05:05:00+00:00,27,46.5,40.5,synthetic
18,2026-03-08T05:05:00+00:00,25,47.5,37.5,synthetic
19,2026-03-08T05:05:00+00:00,37,41.5,55.5,synthetic
0,2026-03-08T05:10:00+00:00,28,46.0,42.0,synthetic
1,2026-03-08T05:10:00+00:00,54,33.0,81.0,synthetic
2,2026-03-08T05:10:00+00:00,27,46.5,40.5,synthetic
3,2026-03-08T05:10:00+00:00,24,48.0,36.0,synthetic
4,2026-03-08T05:10:00+00:00,24,48.0,36.0,synthetic
5,2026-03-08T05:10:00+00:00,30,45.0,45.0,synthetic
6,2026-03-08T05:10:00+00:00,22,49.0,33.0,synthetic
7,2026-03-08T05:10:00+00:00,18,51.0,27.0,synthetic
8,2026-03-08T05:10:00+00:00,24,48.0,36.0,synthetic
9,2026-03-08T05:10:00+00:00,17,51.5,25.5,synthetic
10,2026-03-08T05:10:00+00:00,18,51.0,27.0,synthetic
11,2026-03-08T05:10:00+00:00,25,47.5,37.5,synthetic
12,2026-03-08T05:10:00+00:00,37,41.5,55.5,synthetic
13,2026-03-08T05:10:00+00:00,21,49.5,31.5,synthetic
14,2026-03-08T05:10:00+00:00,28,46.0,42.0,synthetic
15,2026-03-08T05:10:00+00:00,28,46.0,42.0,synthetic
16,2026-03-08T05:10:00+00:00,22,49.0,33.0,synthetic
17,2026-03-08T05:10:00+00:00,34,43.0,51.0,synthetic
18,2026-03-08T05:10:00+00:00,37,41.5,55.5,synthetic
19,2026-03-08T05:10:00+00:00,35,42.5,52.5,synthetic
0,2026-03-08T05:15:00+00:00,31,44.5,46.5,synthetic
1,2026-03-08T05:15:00+00:00,18,51.0,27.0,synthetic
2,2026-03-08T05:15:00+00:00,19,50.5,28.5,synthetic
3,2026-03-08T05:15:00+00:00,27,46.5,40.5,synthetic
4,2026-03-08T05:15:00+00:00,32,44.0,48.0,synthetic
5,2026-03-08T05:15:00+00:00,20,50.0,30.0,synthetic
6,2026-03-08T05:15:00+00:00,21,49.5,31.5,synthetic
7,2026-03-08T05:15:00+00:00,20,50.0,30.0,synthetic
8,2026-03-08T05:15:00+00:00,17,51.5,25.5,synthetic
9,2026-03-08T05:15:00+00:00,23,48.5,34.5,synthetic
10,2026-03-08T05:15:00+00:00,67,26.5,100.5,synthetic
11,2026-03-08T05:15:00+00:00,63,28.5,94.5,synthetic
12,2026-03-08T05:15:00+00:00,32,44.0,48.0,synthetic
13,2026-03-08T05:15:00+00:00,22,49.0,33.0,synthetic
14,2026-03-08T05:15:00+00:00,38,41.0,57.0,synthetic
15,2026-03-08T05:15:00+00:00,35,42.5,52.5,synthetic
16,2026-03-08T05:15:00+00:00,36,42.0,54.0,synthetic
17,2026-03-08T05:15:00+00:00,30,45.0,45.0,synthetic
18,2026-03-08T05:15:00+00:00,23,48.5,34.5,synthetic
19,2026-03-08T05:15:00+00:00,38,41.0,57.0,synthetic
0,2026-03-08T05:20:00+00:00,19,50.5,28.5,synthetic
1,2026-03-08T05:20:00+00:00,21,49.5,31.5,synthetic
2,2026-03-08T05:20:00+00:00,26,47.0,39.0,synthetic
3,2026-03-08T05:20:00+00:00,14,53.0,21.0,synthetic
4,2026-03-08T05:20:00+00:00,25,47.5,37.5,synthetic
5,2026-03-08T05:20:00+00:00,17,51.5,25.5,synthetic
6,2026-03-08T05:20:00+00:00,27,46.5,40.5,synthetic
7,2026-03-08T05:20:00+00:00,24,48.0,36.0,synthetic
8,2026-03-08T05:20:00+00:00,24,48.0,36.0,synthetic
9,2026-03-08T05:20:00+00:00,19,50.5,28.5,synthetic
10,2026-03-08T05:20:00+00:00,33,43.5,49.5,synthetic
11,2026-03-08T05:20:00+00:00,31,44.5,46.5,synthetic
12,2026-03-08T05:20:00+00:00,21,49.5,31.5,synthetic
13,2026-03-08T05:20:00+00:00,22,49.0,33.0,synthetic
14,2026-03-08T05:20:00+00:00,24,48.0,36.0,synthetic
15,2026-03-08T05:20:00+00:00,31,44.5,46.5,synthetic
16,2026-03-08T05:20:00+00:00,37,41.5,55.5,synthetic
17,2026-03-08T05:20:00+00:00,25,47.5,37.5,synthetic
18,2026-03-08T05:20:00+00:00,31,44.5,46.5,synthetic
19,2026-03-08T05:20:00+00:00,41,39.5,61.5,synthetic
0,2026-03-08T05:25:00+00:00,31,44.5,46.5,synthetic
1,2026-03-08T05:25:00+00:00,23,48.5,34.5,synthetic
2,2026-03-08T05:25:00+00:00,23,48.5,34.5,synthetic
3,2026-03-08T05:25:00+00:00,26,47.0,39.0,synthetic
4,2026-03-08T05:25:00+00:00,26,47.0,39.0,synthetic
5,2026-03-08T05:25:00+00:00,27,46.5,40.5,synthetic
6,2026-03-08T05:25:00+00:00,30,45.0,45.0,synthetic
7,2026-03-08T05:25:00+00:00,29,45.5,43.5,synthetic
8,2026-03-08T05:25:00+00:00,20,50.0,30.0,synthetic
9,2026-03-08T05:25:00+00:00,20,50.0,30.0,synthetic
10,2026-03-08T05:25:00+00:00,37,41.5,55.5,synthetic
11,2026-03-08T05:25:00+00:00,25,47.5,37.5,synthetic
12,2026-03-08T05:25:00+00:00,23,48.5,34.5,synthetic
13,2026-03-08T05:25:00+00:00,21,49.5,31.5,synthetic
14,2026-03-08T05:25:00+00:00,26,47.0,39.0,synthetic
15,2026-03-08T05:25:00+00:00,39,40.5,58.5,synthetic
16,2026-03-08T05:25:00+00:00,32,44.0,48.0,synthetic
17,2026-03-08T05:25:00+00:00,39,40.5,58.5,synthetic
18,2026-03-08T05:25:00+00:00,28,46.0,42.0,synthetic
19,2026-03-08T05:25:00+00:00,39,40.5,58.5,synthetic
0,2026-03-08T05:30:00+00:00,22,49.0,33.0,synthetic
1,2026-03-08T05:30:00+00:00,27,46.5,40.5,synthetic
2,2026-03-08T05:30:00+00:00,23,48.5,34.5,synthetic
3,2026-03-08T05:30:00+00:00,29,45.5,43.5,synthetic
4,2026-03-08T05:30:00+00:00,30,45.0,45.0,synthetic
5,2026-03-08T05:30:00+00:00,20,50.0,30.0,synthetic
6,2026-03-08T05:30:00+00:00,20,50.0,30.0,synthetic
7,2026-03-08T05:30:00+00:00,19,50.5,28.5,synthetic
8,2026-03-08T05:30:00+00:00,38,41.0,57.0,synthetic
9,2026-03-08T05:30:00+00:00,26,47.0,39.0,synthetic
10,2026-03-08T05:30:00+00:00,23,48.5,34.5,synthetic
11,2026-03-08T05:30:00+00:00,22,49.0,33.0,synthetic
12,2026-03-08T05:30:00+00:00,37,41.5,55.5,synthetic
13,2026-03-08T05:30:00+00:00,34,43.0,51.0,synthetic
14,2026-03-08T05:30:00+00:00,37,41.5,55.5,synthetic
15,2026-03-08T05:30:00+00:00,39,40.5,58.5,synthetic
16,2026-03-08T05:30:00+00:00,37,41.5,55.5,synthetic
17,2026-03-08T05:30:00+00:00,26,47.0,39.0,synthetic
18,2026-03-08T05:30:00+00:00,28,46.0,42.0,synthetic
19,2026-03-08T05:30:00+00:00,31,44.5,46.5,synthetic
0,2026-03-08T05:35:00+00:00,29,45.5,43.5,synthetic
1,2026-03-08T05:35:00+00:00,17,51.5,25.5,synthetic
2,2026-03-08T05:35:00+00:00,20,50.0,30.0,synthetic
3,2026-03-08T05:35:00+00:00,23,48.5,34.5,synthetic
4,2026-03-08T05:35:00+00:00,35,42.5,52.5,synthetic
5,2026-03-08T05:35:00+00:00,31,44.5,46.5,synthetic
6,2026-03-08T05:35:00+00:00,30,45.0,45.0,synthetic
7,2026-03-08T05:35:00+00:00,26,47.0,39.0,synthetic
8,2026-03-08T05:35:00+00:00,24,48.0,36.0,synthetic
9,2026-03-08T05:35:00+00:00,27,46.5,40.5,synthetic
10,2026-03-08T05:35:00+00:00,41,39.5,61.5,synthetic
11,2026-03-08T05:35:00+00:00,34,43.0,51.0,synthetic
12,2026-03-08T05:35:00+00:00,42,39.0,63.0,synthetic
13,2026-03-08T05:35:00+00:00,34,43.0,51.0,synthetic
14,2026-03-08T05:35:00+00:00,28,46.0,42.0,synthetic
15,2026-03-08T05:35:00+00:00,43,38.5,64.5,synthetic
16,2026-03-08T05:35:00+00:00,33,43.5,49.5,synthetic
17,2026-03-08T05:35:00+00:00,34,43.0,51.0,synthetic
18,2026-03-08T05:35:00+00:00,39,40.5,58.5,synthetic
19,2026-03-08T05:35:00+00:00,43,38.5,64.5,synthetic
0,2026-03-08T05:40:00+00:00,18,51.0,27.0,synthetic
1,2026-03-08T05:40:00+00:00,28,46.0,42.0,synthetic
2,2026-03-08T05:40:00+00:00,33,43.5,49.5,synthetic
3,2026-03-08T05:40:00+00:00,32,44.0,48.0,synthetic
4,2026-03-08T05:40:00+00:00,21,49.5,31.5,synthetic
5,2026-03-08T05:40:00+00:00,20,50.0,30.0,synthetic
6,2026-03-08T05:40:00+00:00,32,44.0,48.0,synthetic
7,2026-03-08T05:40:00+00:00,34,43.0,51.0,synthetic
8,2026-03-08T05:40:00+00:00,35,42.5,52.5,synthetic
9,2026-03-08T05:40:00+00:00,40,40.0,60.0,synthetic
10,2026-03-08T05:40:00+00:00,23,48.5,34.5,synthetic
11,2026-03-08T05:40:00+00:00,28,46.0,42.0,synthetic
12,2026-03-08T05:40:00+00:00,31,44.5,46.5,synthetic
13,2026-03-08T05:40:00+00:00,25,47.5,37.5,synthetic
14,2026-03-08T05:40:00+00:00,41,39.5,61.5,synthetic
15,2026-03-08T05:40:00+00:00,42,39.0,63.0,synthetic
16,2026-03-08T05:40:00+00:00,36,42.0,54.0,synthetic
17,2026-03-08T05:40:00+00:00,29,45.5,43.5,synthetic
18,2026-03-08T05:40:00+00:00,40,40.0,60.0,synthetic
19,2026-03-08T05:40:00+00:00,31,44.5,46.5,synthetic
0,2026-03-08T05:45:00+00:00,19,50.5,28.5,synthetic
1,2026-03-08T05:45:00+00:00,32,44.0,48.0,synthetic
2,2026-03-08T05:45:00+00:00,29,45.5,43.5,synthetic
3,2026-03-08T05:45:00+00:00,27,46.5,40.5,synthetic
4,2026-03-08T05:45:00+00:00,27,46.5,40.5,synthetic
5,2026-03-08T05:45:00+00:00,37,41.5,55.5,synthetic
6,2026-03-08T05:45:00+00:00,34,43.0,51.0,synthetic
7,2026-03-08T05:45:00+00:00,29,45.5,43.5,synthetic
8,2026-03-08T05:45:00+00:00,32,44.0,48.0,synthetic
9,2026-03-08T05:45:00+00:00,41,39.5,61.5,synthetic
10,2026-03-08T05:45:00+00:00,36,42.0,54.0,synthetic
11,2026-03-08T05:45:00+00:00,29,45.5,43.5,synthetic
12,2026-03-08T05:45:00+00:00,70,25.0,105.0,synthetic
13,2026-03-08T05:45:00+00:00,43,38.5,64.5,synthetic
14,2026-03-08T05:45:00+00:00,32,44.0,48.0,synthetic
15,2026-03-08T05:45:00+00:00,42,39.0,63.0,synthetic
16,2026-03-08T05:45:00+00:00,41,39.5,61.5,synthetic
17,2026-03-08T05:45:00+00:00,39,40.5,58.5,synthetic
18,2026-03-08T05:45:00+00:00,44,38.0,66.0,synthetic
19,2026-03-08T05:45:00+00:00,48,36.0,72.0,synthetic
0,2026-03-08T05:50:00+00:00,18,51.0,27.0,synthetic
1,2026-03-08T05:50:00+00:00,33,43.5,49.5,synthetic
2,2026-03-08T05:50:00+00:00,32,44.0,48.0,synthetic
3,2026-03-08T05:50:00+00:00,34,43.0,51.0,synthetic
4,2026-03-08T05:50:00+00:00,21,49.5,31.5,synthetic
5,2026-03-08T05:50:00+00:00,22,49.0,33.0,synthetic
6,2026-03-08T05:50:00+00:00,34,43.0,51.0,synthetic
7,2026-03-08T05:50:00+00:00,22,49.0,33.0,synthetic
8,2026-03-08T05:50:00+00:00,28,46.0,42.0,synthetic
9,2026-03-08T05:50:00+00:00,40,40.0,60.0,synthetic
10,2026-03-08T05:50:00+00:00,42,39.0,63.0,synthetic
11,2026-03-08T05:50:00+00:00,35,42.5,52.5,synthetic
12,2026-03-08T05:50:00+00:00,41,39.5,61.5,synthetic
13,2026-03-08T05:50:00+00:00,37,41.5,55.5,synthetic
14,2026-03-08T05:50:00+00:00,28,46.0,42.0,synthetic
15,2026-03-08T05:50:00+00:00,41,39.5,61.5,synthetic
16,2026-03-08T05:50:00+00:00,37,41.5,55.5,synthetic
17,2026-03-08T05:50:00+00:00,36,42.0,54.0,synthetic
18,2026-03-08T05:50:00+00:00,68,26.0,102.0,synthetic
19,2026-03-08T05:50:00+00:00,38,41.0,57.0,synthetic
0,2026-03-08T05:55:00+00:00,26,47.0,39.0,synthetic
1,2026-03-08T05:55:00+00:00,18,51.0,27.0,synthetic
2,2026-03-08T05:55:00+00:00,19,50.5,28.5,synthetic
3,2026-03-08T05:55:00+00:00,29,45.5,43.5,synthetic
4,2026-03-08T05:55:00+00:00,34,43.0,51.0,synthetic
5,2026-03-08T05:55:00+00:00,40,40.0,60.0,synthetic
6,2026-03-08T05:55:00+00:00,36,42.0,54.0,synthetic
7,2026-03-08T05:55:00+00:00,23,48.5,34.5,synthetic
8,2026-03-08T05:55:00+00:00,34,43.0,51.0,synthetic
9,2026-03-08T05:55:00+00:00,43,38.5,64.5,synthetic
10,2026-03-08T05:55:00+00:00,41,39.5,61.5,synthetic
11,2026-03-08T05:55:00+00:00,38,41.0,57.0,synthetic
12,2026-03-08T05:55:00+00:00,32,44.0,48.0,synthetic
